domain,file,symbol,layer,role,calls_internal,called_by_internal,delegation_depth,decision_count,statement_count,has_branching,has_persistence,has_error_handling,superset_of,chain
policies,compiler_parser,Parser.__init__,L5,WRAPPER,,compiler_parser:ParseError.__init__ | dsl_parser:ParseError.__init__ | interpreter:EvaluationError.__init__ | ir_compiler:OptimizingIRCompiler.__init__ | phase_status_invariants:PhaseStatusInvariantEnforcementError.__init__ | policy_proposal_engine:PolicyActivationBlockedError.__init__ | policy_proposal_engine:PolicyDeletionBlockedError.__init__ | prevention_engine:PolicyViolationError.__init__ | snapshot_engine:PolicySnapshotError.__init__ | tokenizer:TokenizerError.__init__,0,0,2,no,no,no,,compiler_parser.Parser.__init__
policies,compiler_parser,Parser.advance,L5,WRAPPER,,compiler_parser:Parser.expect | compiler_parser:Parser.parse_action_block | compiler_parser:Parser.parse_and_expr | compiler_parser:Parser.parse_category | compiler_parser:Parser.parse_comparison | compiler_parser:Parser.parse_func_call | compiler_parser:Parser.parse_not_expr | compiler_parser:Parser.parse_or_expr | compiler_parser:Parser.parse_value | tokenizer:Tokenizer.read_identifier | tokenizer:Tokenizer.read_number | tokenizer:Tokenizer.read_operator | tokenizer:Tokenizer.read_string | tokenizer:Tokenizer.skip_comment | tokenizer:Tokenizer.skip_whitespace | tokenizer:Tokenizer.tokenize,0,0,3,no,no,no,,compiler_parser.Parser.advance
policies,compiler_parser,Parser.current,L5,LEAF,,,0,1,2,yes,no,no,,compiler_parser.Parser.current
policies,compiler_parser,Parser.expect,L5,INTERNAL,compiler_parser:Parser.advance | tokenizer:Tokenizer.advance,compiler_parser:Parser.parse_condition_block | compiler_parser:Parser.parse_func_call | compiler_parser:Parser.parse_import | compiler_parser:Parser.parse_policy_decl | compiler_parser:Parser.parse_priority | compiler_parser:Parser.parse_route_target | compiler_parser:Parser.parse_rule_decl | compiler_parser:Parser.parse_rule_ref | compiler_parser:Parser.parse_value | dsl_parser:Parser._parse_atom | dsl_parser:Parser._parse_clause | dsl_parser:Parser._parse_header | dsl_parser:Parser._parse_predicate | dsl_parser:Parser._try_parse_action | dsl_parser:Parser.parse,1,1,2,yes,no,no,compiler_parser:Parser.advance | tokenizer:Tokenizer.advance,compiler_parser.Parser.expect → compiler_parser.Parser.advance → tokenizer.Tokenizer.advance
policies,compiler_parser,Parser.from_source,L5,ENTRY,dsl_parser:Lexer.tokenize | tokenizer:Tokenizer.tokenize,,13,0,3,no,no,no,,compiler_parser.Parser.from_source → dsl_parser.Lexer.tokenize → tokenizer.Tokenizer.tokenize
policies,compiler_parser,Parser.match,L5,WRAPPER,,compiler_parser:Parser.parse | compiler_parser:Parser.parse_and_expr | compiler_parser:Parser.parse_category | compiler_parser:Parser.parse_func_call | compiler_parser:Parser.parse_not_expr | compiler_parser:Parser.parse_or_expr | compiler_parser:Parser.parse_policy_body | compiler_parser:Parser.parse_rule_body | compiler_parser:Parser.parse_value | dsl_parser:Lexer.tokenize | engine:PolicyEngine._evaluate_compliance_rule,0,0,1,no,no,no,,compiler_parser.Parser.match
policies,compiler_parser,Parser.parse,L5,SUPERSET,compiler_parser:Parser.match | compiler_parser:Parser.parse_import | compiler_parser:Parser.parse_policy_decl | compiler_parser:Parser.parse_rule_decl,dsl_parser:parse,12,3,3,yes,no,no,compiler_parser:Parser.match | compiler_parser:Parser.parse_import | compiler_parser:Parser.parse_policy_decl | compiler_parser:Parser.parse_rule_decl,compiler_parser.Parser.parse → compiler_parser.Parser.match → compiler_parser.Parser.parse_import → compiler_parser.Parser.parse_policy_decl → ...+1
policies,compiler_parser,Parser.parse_action_block,L5,SUPERSET,compiler_parser:Parser.advance | compiler_parser:Parser.parse_route_target | tokenizer:Tokenizer.advance,compiler_parser:Parser.parse_condition_block | compiler_parser:Parser.parse_policy_body | compiler_parser:Parser.parse_rule_body,3,2,7,yes,no,no,compiler_parser:Parser.advance | compiler_parser:Parser.parse_route_target | tokenizer:Tokenizer.advance,compiler_parser.Parser.parse_action_block → compiler_parser.Parser.advance → compiler_parser.Parser.parse_route_target → tokenizer.Tokenizer.advance
policies,compiler_parser,Parser.parse_and_expr,L5,INTERNAL,compiler_parser:Parser.advance | compiler_parser:Parser.match | compiler_parser:Parser.parse_not_expr | tokenizer:Tokenizer.advance,compiler_parser:Parser.parse_or_expr,6,0,3,no,no,no,,compiler_parser.Parser.parse_and_expr → compiler_parser.Parser.advance → compiler_parser.Parser.match → compiler_parser.Parser.parse_not_expr → ...+1
policies,compiler_parser,Parser.parse_category,L5,INTERNAL,compiler_parser:Parser.advance | compiler_parser:Parser.match | tokenizer:Tokenizer.advance,compiler_parser:Parser.parse_policy_decl | compiler_parser:Parser.parse_rule_decl,1,1,3,yes,no,no,compiler_parser:Parser.advance | compiler_parser:Parser.match | tokenizer:Tokenizer.advance,compiler_parser.Parser.parse_category → compiler_parser.Parser.advance → compiler_parser.Parser.match → tokenizer.Tokenizer.advance
policies,compiler_parser,Parser.parse_comparison,L5,INTERNAL,compiler_parser:Parser.advance | compiler_parser:Parser.parse_value | tokenizer:Tokenizer.advance,compiler_parser:Parser.parse_not_expr,6,1,4,yes,no,no,compiler_parser:Parser.advance | compiler_parser:Parser.parse_value | tokenizer:Tokenizer.advance,compiler_parser.Parser.parse_comparison → compiler_parser.Parser.advance → compiler_parser.Parser.parse_value → tokenizer.Tokenizer.advance
policies,compiler_parser,Parser.parse_condition_block,L5,INTERNAL,compiler_parser:Parser.expect | compiler_parser:Parser.parse_action_block | compiler_parser:Parser.parse_expr | dsl_parser:Parser.expect,compiler_parser:Parser.parse_policy_body | compiler_parser:Parser.parse_rule_body,9,0,5,no,no,no,,compiler_parser.Parser.parse_condition_block → compiler_parser.Parser.expect → compiler_parser.Parser.parse_action_block → compiler_parser.Parser.parse_expr → ...+1
policies,compiler_parser,Parser.parse_expr,L5,WRAPPER,compiler_parser:Parser.parse_or_expr,compiler_parser:Parser.parse_condition_block | compiler_parser:Parser.parse_func_call | compiler_parser:Parser.parse_value,8,0,1,no,no,no,,compiler_parser.Parser.parse_expr → compiler_parser.Parser.parse_or_expr
policies,compiler_parser,Parser.parse_func_call,L5,INTERNAL,compiler_parser:Parser.advance | compiler_parser:Parser.expect | compiler_parser:Parser.match | compiler_parser:Parser.parse_expr | dsl_parser:Parser.expect | tokenizer:Tokenizer.advance,compiler_parser:Parser.parse_value,8,1,5,yes,no,no,compiler_parser:Parser.advance | compiler_parser:Parser.expect | compiler_parser:Parser.match | compiler_parser:Parser.parse_expr | dsl_parser:Parser.expect | tokenizer:Tokenizer.advance,compiler_parser.Parser.parse_func_call → compiler_parser.Parser.advance → compiler_parser.Parser.expect → compiler_parser.Parser.match → ...+3
policies,compiler_parser,Parser.parse_import,L5,INTERNAL,compiler_parser:Parser.expect | dsl_parser:Parser.expect,compiler_parser:Parser.parse,2,0,3,no,no,no,,compiler_parser.Parser.parse_import → compiler_parser.Parser.expect → dsl_parser.Parser.expect
policies,compiler_parser,Parser.parse_not_expr,L5,INTERNAL,compiler_parser:Parser.advance | compiler_parser:Parser.match | compiler_parser:Parser.parse_comparison | tokenizer:Tokenizer.advance,compiler_parser:Parser.parse_and_expr,6,1,2,yes,no,no,compiler_parser:Parser.advance | compiler_parser:Parser.match | compiler_parser:Parser.parse_comparison | tokenizer:Tokenizer.advance,compiler_parser.Parser.parse_not_expr → compiler_parser.Parser.advance → compiler_parser.Parser.match → compiler_parser.Parser.parse_comparison → ...+1
policies,compiler_parser,Parser.parse_or_expr,L5,INTERNAL,compiler_parser:Parser.advance | compiler_parser:Parser.match | compiler_parser:Parser.parse_and_expr | tokenizer:Tokenizer.advance,compiler_parser:Parser.parse_expr,7,0,3,no,no,no,,compiler_parser.Parser.parse_or_expr → compiler_parser.Parser.advance → compiler_parser.Parser.match → compiler_parser.Parser.parse_and_expr → ...+1
policies,compiler_parser,Parser.parse_policy_body,L5,SUPERSET,compiler_parser:Parser.match | compiler_parser:Parser.parse_action_block | compiler_parser:Parser.parse_condition_block | compiler_parser:Parser.parse_priority | compiler_parser:Parser.parse_rule_decl | compiler_parser:Parser.parse_rule_ref | compiler_parser:Parser.peek | tokenizer:Tokenizer.peek,compiler_parser:Parser.parse_policy_decl,10,5,3,yes,no,no,compiler_parser:Parser.match | compiler_parser:Parser.parse_action_block | compiler_parser:Parser.parse_condition_block | compiler_parser:Parser.parse_priority | compiler_parser:Parser.parse_rule_decl | compiler_parser:Parser.parse_rule_ref | compiler_parser:Parser.peek | tokenizer:Tokenizer.peek,compiler_parser.Parser.parse_policy_body → compiler_parser.Parser.match → compiler_parser.Parser.parse_action_block → compiler_parser.Parser.parse_condition_block → ...+5
policies,compiler_parser,Parser.parse_policy_decl,L5,INTERNAL,compiler_parser:Parser.expect | compiler_parser:Parser.parse_category | compiler_parser:Parser.parse_policy_body | dsl_parser:Parser.expect,compiler_parser:Parser.parse,10,0,8,no,no,no,,compiler_parser.Parser.parse_policy_decl → compiler_parser.Parser.expect → compiler_parser.Parser.parse_category → compiler_parser.Parser.parse_policy_body → ...+1
policies,compiler_parser,Parser.parse_priority,L5,INTERNAL,compiler_parser:Parser.expect | dsl_parser:Parser.expect,compiler_parser:Parser.parse_policy_body | compiler_parser:Parser.parse_rule_body,2,0,3,no,no,no,,compiler_parser.Parser.parse_priority → compiler_parser.Parser.expect → dsl_parser.Parser.expect
policies,compiler_parser,Parser.parse_route_target,L5,INTERNAL,compiler_parser:Parser.expect | dsl_parser:Parser.expect,compiler_parser:Parser.parse_action_block,2,0,3,no,no,no,,compiler_parser.Parser.parse_route_target → compiler_parser.Parser.expect → dsl_parser.Parser.expect
policies,compiler_parser,Parser.parse_rule_body,L5,SUPERSET,compiler_parser:Parser.match | compiler_parser:Parser.parse_action_block | compiler_parser:Parser.parse_condition_block | compiler_parser:Parser.parse_priority,compiler_parser:Parser.parse_rule_decl,10,3,3,yes,no,no,compiler_parser:Parser.match | compiler_parser:Parser.parse_action_block | compiler_parser:Parser.parse_condition_block | compiler_parser:Parser.parse_priority,compiler_parser.Parser.parse_rule_body → compiler_parser.Parser.match → compiler_parser.Parser.parse_action_block → compiler_parser.Parser.parse_condition_block → ...+1
policies,compiler_parser,Parser.parse_rule_decl,L5,INTERNAL,compiler_parser:Parser.expect | compiler_parser:Parser.parse_category | compiler_parser:Parser.parse_rule_body | dsl_parser:Parser.expect,compiler_parser:Parser.parse | compiler_parser:Parser.parse_policy_body,11,0,8,no,no,no,,compiler_parser.Parser.parse_rule_decl → compiler_parser.Parser.expect → compiler_parser.Parser.parse_category → compiler_parser.Parser.parse_rule_body → ...+1
policies,compiler_parser,Parser.parse_rule_ref,L5,INTERNAL,compiler_parser:Parser.expect | dsl_parser:Parser.expect,compiler_parser:Parser.parse_policy_body,2,0,3,no,no,no,,compiler_parser.Parser.parse_rule_ref → compiler_parser.Parser.expect → dsl_parser.Parser.expect
policies,compiler_parser,Parser.parse_value,L5,CANONICAL,compiler_parser:Parser.advance | compiler_parser:Parser.expect | compiler_parser:Parser.match | compiler_parser:Parser.parse_expr | compiler_parser:Parser.parse_func_call | dsl_parser:Parser.expect | tokenizer:Tokenizer.advance,compiler_parser:Parser.parse_comparison,6,9,8,yes,no,no,compiler_parser:Parser.advance | compiler_parser:Parser.expect | compiler_parser:Parser.match | compiler_parser:Parser.parse_expr | compiler_parser:Parser.parse_func_call | dsl_parser:Parser.expect | tokenizer:Tokenizer.advance,compiler_parser.Parser.parse_value → compiler_parser.Parser.advance → compiler_parser.Parser.expect → compiler_parser.Parser.match → ...+4
policies,compiler_parser,Parser.peek,L5,LEAF,,compiler_parser:Parser.parse_policy_body | tokenizer:Tokenizer.read_operator,0,1,3,yes,no,no,,compiler_parser.Parser.peek
policies,content_accuracy,ContentAccuracyResult.to_dict,L5,WRAPPER,,ast:Clause.to_dict | ast:LogicalCondition.to_dict | ast:PolicyAST.to_dict | ast:PolicyAST.to_json | deterministic_engine:ExecutionResult.to_dict | intent:Intent._generate_id | intent:Intent.to_dict | interpreter:ClauseResult.to_dict | interpreter:EvaluationResult.to_dict | ir_compiler:CompiledClause.to_dict | ir_compiler:PolicyIR.to_dict | ir_compiler:PolicyIR.to_json | limits_facade:LimitsFacade.get_usage | policy_graph_engine:ConflictDetectionResult.to_dict | policy_graph_engine:DependencyGraphResult.to_dict | policy_proposal_engine:PolicyProposalEngine.review_proposal | recovery_evaluation_engine:RecoveryEvaluationEngine.evaluate,0,0,1,no,no,no,,content_accuracy.ContentAccuracyResult.to_dict
policies,content_accuracy,ContentAccuracyValidator.__init__,L5,INTERNAL,ir_compiler:IRCompiler.compile | ir_compiler:OptimizingIRCompiler.compile,compiler_parser:ParseError.__init__ | dsl_parser:ParseError.__init__ | interpreter:EvaluationError.__init__ | ir_compiler:OptimizingIRCompiler.__init__ | phase_status_invariants:PhaseStatusInvariantEnforcementError.__init__ | policy_proposal_engine:PolicyActivationBlockedError.__init__ | policy_proposal_engine:PolicyDeletionBlockedError.__init__ | prevention_engine:PolicyViolationError.__init__ | snapshot_engine:PolicySnapshotError.__init__ | tokenizer:TokenizerError.__init__,7,0,6,no,no,no,,content_accuracy.ContentAccuracyValidator.__init__ → ir_compiler.IRCompiler.compile → ir_compiler.OptimizingIRCompiler.compile
policies,content_accuracy,ContentAccuracyValidator._claims_affirmative,L5,LEAF,,content_accuracy:ContentAccuracyValidator.validate,0,1,3,yes,no,no,,content_accuracy.ContentAccuracyValidator._claims_affirmative
policies,content_accuracy,ContentAccuracyValidator._detect_assertion_type,L5,LEAF,,content_accuracy:ContentAccuracyValidator.validate,0,3,5,yes,no,no,,content_accuracy.ContentAccuracyValidator._detect_assertion_type
policies,content_accuracy,ContentAccuracyValidator._extract_claim,L5,LEAF,,content_accuracy:ContentAccuracyValidator.validate,0,1,3,yes,no,no,,content_accuracy.ContentAccuracyValidator._extract_claim
policies,content_accuracy,ContentAccuracyValidator._get_nested_value,L5,SUPERSET,policy_limits_engine:PolicyLimitsService.get | policy_rules_engine:PolicyRulesService.get | snapshot_engine:PolicySnapshotRegistry.get,content_accuracy:ContentAccuracyValidator.validate,12,2,4,yes,no,no,policy_limits_engine:PolicyLimitsService.get | policy_rules_engine:PolicyRulesService.get | snapshot_engine:PolicySnapshotRegistry.get,content_accuracy.ContentAccuracyValidator._get_nested_value → policy_limits_engine.PolicyLimitsService.get → policy_rules_engine.PolicyRulesService.get → snapshot_engine.PolicySnapshotRegistry.get
policies,content_accuracy,ContentAccuracyValidator.validate,L5,CANONICAL,content_accuracy:ContentAccuracyValidator._claims_affirmative | content_accuracy:ContentAccuracyValidator._detect_assertion_type | content_accuracy:ContentAccuracyValidator._extract_claim | content_accuracy:ContentAccuracyValidator._get_nested_value,content_accuracy:validate_content_accuracy | prevention_hook:PreventionHook.evaluate | validator:is_valid | validator:validate,13,7,6,yes,no,no,content_accuracy:ContentAccuracyValidator._claims_affirmative | content_accuracy:ContentAccuracyValidator._detect_assertion_type | content_accuracy:ContentAccuracyValidator._extract_claim | content_accuracy:ContentAccuracyValidator._get_nested_value,content_accuracy.ContentAccuracyValidator.validate → content_accuracy.ContentAccuracyValidator._claims_affirmative → content_accuracy.ContentAccuracyValidator._detect_assertion_type → content_accuracy.ContentAccuracyValidator._extract_claim → ...+1
policies,content_accuracy,validate_content_accuracy,L5,WRAPPER,content_accuracy:ContentAccuracyValidator.validate | validator:PolicyValidator.validate | validator:validate,,15,0,2,no,no,no,,content_accuracy.validate_content_accuracy → content_accuracy.ContentAccuracyValidator.validate → validator.PolicyValidator.validate → validator.validate
policies,cus_enforcement_service,get_cus_enforcement_service,L5,WRAPPER,,,0,0,1,no,no,no,,cus_enforcement_service.get_cus_enforcement_service
policies,customer_policy_read_engine,CustomerPolicyReadService.__init__,L5,WRAPPER,policy_read_driver:get_policy_read_driver,compiler_parser:ParseError.__init__ | dsl_parser:ParseError.__init__ | interpreter:EvaluationError.__init__ | ir_compiler:OptimizingIRCompiler.__init__ | phase_status_invariants:PhaseStatusInvariantEnforcementError.__init__ | policy_proposal_engine:PolicyActivationBlockedError.__init__ | policy_proposal_engine:PolicyDeletionBlockedError.__init__ | prevention_engine:PolicyViolationError.__init__ | snapshot_engine:PolicySnapshotError.__init__ | tokenizer:TokenizerError.__init__,1,0,1,no,no,no,,customer_policy_read_engine.CustomerPolicyReadService.__init__ → policy_read_driver.get_policy_read_driver
policies,customer_policy_read_engine,CustomerPolicyReadService._calculate_period_bounds,L5,LEAF,,customer_policy_read_engine:CustomerPolicyReadService._get_budget_constraint,0,3,2,yes,no,no,,customer_policy_read_engine.CustomerPolicyReadService._calculate_period_bounds
policies,customer_policy_read_engine,CustomerPolicyReadService._get_budget_constraint,L5,INTERNAL,customer_policy_read_engine:CustomerPolicyReadService._calculate_period_bounds | policy_read_driver:PolicyReadDriver.get_tenant_budget_settings | policy_read_driver:PolicyReadDriver.get_usage_sum_since,customer_policy_read_engine:CustomerPolicyReadService.get_policy_constraints,1,1,11,yes,no,no,customer_policy_read_engine:CustomerPolicyReadService._calculate_period_bounds | policy_read_driver:PolicyReadDriver.get_tenant_budget_settings | policy_read_driver:PolicyReadDriver.get_usage_sum_since,customer_policy_read_engine.CustomerPolicyReadService._get_budget_constraint → customer_policy_read_engine.CustomerPolicyReadService._calculate_period_bounds → policy_read_driver.PolicyReadDriver.get_tenant_budget_settings → policy_read_driver.PolicyReadDriver.get_usage_sum_since
policies,customer_policy_read_engine,CustomerPolicyReadService._get_guardrails,L5,WRAPPER,policy_read_driver:PolicyReadDriver.list_all_guardrails,customer_policy_read_engine:CustomerPolicyReadService.get_policy_constraints,2,0,2,no,no,no,,customer_policy_read_engine.CustomerPolicyReadService._get_guardrails → policy_read_driver.PolicyReadDriver.list_all_guardrails
policies,customer_policy_read_engine,CustomerPolicyReadService._get_rate_limits,L5,WRAPPER,,customer_policy_read_engine:CustomerPolicyReadService.get_policy_constraints,0,0,1,no,no,no,,customer_policy_read_engine.CustomerPolicyReadService._get_rate_limits
policies,customer_policy_read_engine,CustomerPolicyReadService.get_guardrail_detail,L5,CANONICAL,policy_read_driver:PolicyReadDriver.get_guardrail_by_id,,2,3,5,yes,no,no,policy_read_driver:PolicyReadDriver.get_guardrail_by_id,customer_policy_read_engine.CustomerPolicyReadService.get_guardrail_detail → policy_read_driver.PolicyReadDriver.get_guardrail_by_id
policies,customer_policy_read_engine,CustomerPolicyReadService.get_policy_constraints,L5,ENTRY,customer_policy_read_engine:CustomerPolicyReadService._get_budget_constraint | customer_policy_read_engine:CustomerPolicyReadService._get_guardrails | customer_policy_read_engine:CustomerPolicyReadService._get_rate_limits,,3,1,5,yes,no,no,customer_policy_read_engine:CustomerPolicyReadService._get_budget_constraint | customer_policy_read_engine:CustomerPolicyReadService._get_guardrails | customer_policy_read_engine:CustomerPolicyReadService._get_rate_limits,customer_policy_read_engine.CustomerPolicyReadService.get_policy_constraints → customer_policy_read_engine.CustomerPolicyReadService._get_budget_constraint → customer_policy_read_engine.CustomerPolicyReadService._get_guardrails → customer_policy_read_engine.CustomerPolicyReadService._get_rate_limits
policies,customer_policy_read_engine,get_customer_policy_read_service,L5,WRAPPER,,,0,0,1,no,no,no,,customer_policy_read_engine.get_customer_policy_read_service
policies,decorator,_extract_subject,L5,LEAF,,decorator:governed,0,4,5,yes,no,yes,,decorator._extract_subject
policies,decorator,_extract_tenant_id,L5,LEAF,,decorator:governed,0,4,5,yes,no,yes,,decorator._extract_tenant_id
policies,decorator,governed,L5,CANONICAL,decorator:_extract_subject | decorator:_extract_tenant_id | kernel:ExecutionKernel.invoke | kernel:ExecutionKernel.invoke_async,,14,1,2,yes,no,no,decorator:_extract_subject | decorator:_extract_tenant_id | kernel:ExecutionKernel.invoke | kernel:ExecutionKernel.invoke_async,decorator.governed → decorator._extract_subject → decorator._extract_tenant_id → kernel.ExecutionKernel.invoke → ...+1
policies,degraded_mode,DegradedModeStatus.get_inactive,L5,WRAPPER,,degraded_mode:exit_degraded_mode | degraded_mode:get_degraded_mode_status,0,0,1,no,no,no,,degraded_mode.DegradedModeStatus.get_inactive
policies,degraded_mode,enter_degraded_mode,L5,LEAF,,governance_facade:GovernanceFacade.set_mode,0,0,5,no,no,no,,degraded_mode.enter_degraded_mode
policies,degraded_mode,exit_degraded_mode,L5,CANONICAL,degraded_mode:DegradedModeStatus.get_inactive,governance_facade:GovernanceFacade.set_mode,1,1,5,yes,no,no,degraded_mode:DegradedModeStatus.get_inactive,degraded_mode.exit_degraded_mode → degraded_mode.DegradedModeStatus.get_inactive
policies,degraded_mode,get_degraded_mode_status,L5,WRAPPER,degraded_mode:DegradedModeStatus.get_inactive,,1,1,2,yes,no,no,,degraded_mode.get_degraded_mode_status → degraded_mode.DegradedModeStatus.get_inactive
policies,degraded_mode,get_existing_run_action,L5,WRAPPER,,,0,1,1,yes,no,no,,degraded_mode.get_existing_run_action
policies,degraded_mode,is_degraded_mode_active,L5,WRAPPER,,degraded_mode:should_allow_new_run,0,0,1,no,no,no,,degraded_mode.is_degraded_mode_active
policies,degraded_mode,should_allow_new_run,L5,ENTRY,degraded_mode:is_degraded_mode_active,,1,1,3,yes,no,no,degraded_mode:is_degraded_mode_active,degraded_mode.should_allow_new_run → degraded_mode.is_degraded_mode_active
policies,deterministic_engine,DeterministicEngine.__init__,L5,WRAPPER,deterministic_engine:DeterministicEngine._register_builtins,compiler_parser:ParseError.__init__ | dsl_parser:ParseError.__init__ | interpreter:EvaluationError.__init__ | ir_compiler:OptimizingIRCompiler.__init__ | phase_status_invariants:PhaseStatusInvariantEnforcementError.__init__ | policy_proposal_engine:PolicyActivationBlockedError.__init__ | policy_proposal_engine:PolicyDeletionBlockedError.__init__ | prevention_engine:PolicyViolationError.__init__ | snapshot_engine:PolicySnapshotError.__init__ | tokenizer:TokenizerError.__init__,13,0,2,no,no,no,,deterministic_engine.DeterministicEngine.__init__ → deterministic_engine.DeterministicEngine._register_builtins
policies,deterministic_engine,DeterministicEngine._action_to_intent_type,L5,WRAPPER,policy_limits_engine:PolicyLimitsService.get | policy_rules_engine:PolicyRulesService.get | snapshot_engine:PolicySnapshotRegistry.get,deterministic_engine:DeterministicEngine._execute_instruction,12,0,2,no,no,no,,deterministic_engine.DeterministicEngine._action_to_intent_type → policy_limits_engine.PolicyLimitsService.get → policy_rules_engine.PolicyRulesService.get → snapshot_engine.PolicySnapshotRegistry.get
policies,deterministic_engine,DeterministicEngine._call_function,L5,SUPERSET,deterministic_engine:DeterministicEngine._execute_function | ir_nodes:IRModule.get_function,deterministic_engine:DeterministicEngine._execute_instruction,13,2,4,yes,no,yes,deterministic_engine:DeterministicEngine._execute_function | ir_nodes:IRModule.get_function,deterministic_engine.DeterministicEngine._call_function → deterministic_engine.DeterministicEngine._execute_function → ir_nodes.IRModule.get_function
policies,deterministic_engine,DeterministicEngine._eval_binary_op,L5,LEAF,,deterministic_engine:DeterministicEngine._execute_instruction,0,2,2,yes,no,no,,deterministic_engine.DeterministicEngine._eval_binary_op
policies,deterministic_engine,DeterministicEngine._eval_compare,L5,INTERNAL,policy_limits_engine:PolicyLimitsService.get | policy_rules_engine:PolicyRulesService.get | snapshot_engine:PolicySnapshotRegistry.get,deterministic_engine:DeterministicEngine._execute_instruction,12,0,2,no,no,yes,,deterministic_engine.DeterministicEngine._eval_compare → policy_limits_engine.PolicyLimitsService.get → policy_rules_engine.PolicyRulesService.get → snapshot_engine.PolicySnapshotRegistry.get
policies,deterministic_engine,DeterministicEngine._eval_unary_op,L5,LEAF,,deterministic_engine:DeterministicEngine._execute_instruction,0,1,2,yes,no,no,,deterministic_engine.DeterministicEngine._eval_unary_op
policies,deterministic_engine,DeterministicEngine._execute_function,L5,SUPERSET,deterministic_engine:DeterministicEngine._execute_instruction | deterministic_engine:ExecutionContext.add_trace | deterministic_engine:ExecutionContext.pop_call | deterministic_engine:ExecutionContext.push_call | interpreter:Interpreter._execute_instruction | interpreter:_LenientInterpreter._execute_instruction | policy_limits_engine:PolicyLimitsService.get | policy_rules_engine:PolicyRulesService.get | snapshot_engine:PolicySnapshotRegistry.get,deterministic_engine:DeterministicEngine._call_function | deterministic_engine:DeterministicEngine.execute,12,5,10,yes,no,no,deterministic_engine:DeterministicEngine._execute_instruction | deterministic_engine:ExecutionContext.add_trace | deterministic_engine:ExecutionContext.pop_call | deterministic_engine:ExecutionContext.push_call | interpreter:Interpreter._execute_instruction | interpreter:_LenientInterpreter._execute_instruction | policy_limits_engine:PolicyLimitsService.get | policy_rules_engine:PolicyRulesService.get | snapshot_engine:PolicySnapshotRegistry.get,deterministic_engine.DeterministicEngine._execute_function → deterministic_engine.DeterministicEngine._execute_instruction → deterministic_engine.ExecutionContext.add_trace → deterministic_engine.ExecutionContext.pop_call → ...+6
policies,deterministic_engine,DeterministicEngine._execute_instruction,L5,SUPERSET,deterministic_engine:DeterministicEngine._action_to_intent_type | deterministic_engine:DeterministicEngine._call_function | deterministic_engine:DeterministicEngine._eval_binary_op | deterministic_engine:DeterministicEngine._eval_compare | deterministic_engine:DeterministicEngine._eval_unary_op | deterministic_engine:ExecutionContext.add_trace | deterministic_engine:ExecutionContext.get_variable | deterministic_engine:ExecutionContext.set_variable | intent:IntentEmitter.create_intent | policy_limits_engine:PolicyLimitsService.get | policy_rules_engine:PolicyRulesService.get | snapshot_engine:PolicySnapshotRegistry.get,deterministic_engine:DeterministicEngine._execute_function | interpreter:Interpreter._evaluate_condition | interpreter:_LenientInterpreter._execute_instruction,13,15,2,yes,no,no,deterministic_engine:DeterministicEngine._action_to_intent_type | deterministic_engine:DeterministicEngine._call_function | deterministic_engine:DeterministicEngine._eval_binary_op | deterministic_engine:DeterministicEngine._eval_compare | deterministic_engine:DeterministicEngine._eval_unary_op | deterministic_engine:ExecutionContext.add_trace | deterministic_engine:ExecutionContext.get_variable | deterministic_engine:ExecutionContext.set_variable | intent:IntentEmitter.create_intent | policy_limits_engine:PolicyLimitsService.get | policy_rules_engine:PolicyRulesService.get | snapshot_engine:PolicySnapshotRegistry.get,deterministic_engine.DeterministicEngine._execute_instruction → deterministic_engine.DeterministicEngine._action_to_intent_type → deterministic_engine.DeterministicEngine._call_function → deterministic_engine.DeterministicEngine._eval_binary_op → ...+9
policies,deterministic_engine,DeterministicEngine._register_builtins,L5,INTERNAL,policy_limits_engine:PolicyLimitsService.get | policy_rules_engine:PolicyRulesService.get | snapshot_engine:PolicySnapshotRegistry.get,deterministic_engine:DeterministicEngine.__init__,12,0,1,no,no,no,,deterministic_engine.DeterministicEngine._register_builtins → policy_limits_engine.PolicyLimitsService.get → policy_rules_engine.PolicyRulesService.get → snapshot_engine.PolicySnapshotRegistry.get
